SID,Name,Major
2048,Devonna,Paris Junior College
2049,Devonne,Theatre of Arts
2050,Devora,Ventura College
2051,Dewey,Delaware College of Art and Design
2052,Dewi,Mountain State College
2053,Dexter,Northampton County Area Community College
2054,Dhansukh,Pima Medical Institute-Houston
2055,Dhanvinder,Purdue University - Purdue Polytechnic Vincennes
2056,Dhawal,Dominican University
2057,Dhiraj,Harrison College-Elkhart
2058,Dhiren,Learnet Academy Inc
2059,Di,Centenary College of Louisiana
2060,Dia-Edin,National Tractor Trailer School Inc-Buffalo
2061,Diahann,Southwest University of Visual Arts-Tucson
2062,Diamond,Mary Baldwin University
2063,Dian,Diesel Driving Academy-Shreveport
2064,Diana,University of Kansas
2065,Diandra,University of Valley Forge
2066,Diane,Columbia College-San Luis Obispo
2067,Diane-marie,Denver Seminary - Washington DC
2068,Dianemarie,Compass Career College
2069,Diann,Butte County Regional Occupational Program
2070,Dianna,Montana State University-Northern
2071,Dianne,Lake Superior College
2072,Diannne,Rasmussen College-Kansas
2073,Dick,Arizona State University-Tempe
2074,Dickens,Columbia College - Lemoore
2075,Dicky,Trinidad State Junior College
2076,Didani,Abilene Christian University
2077,Didar,Hocking College
2078,Didi,WellSpring School of Allied Health-Lawrence
2079,Didier,Southeastern Illinois College
2080,Dido,National American University-Harold D. Buckingham Graduate School
2081,Diego,Purdue University-Main Campus
2082,Dien,The Art Institute of Colorado
2083,Diena,North Florida Community College
2084,Dierdre,Vatterott College-Wichita
2085,Dieter,Louisiana College
2086,Dieuwertje,O'More College of Design
2087,Digby,Everest University-Pompano Beach
2088,Diju,Aviation Institute of Maintenance-Chesapeake
2089,Dilip,Alice Lloyd College
2090,Dilpreet,Hardin-Simmons University
2091,Dimitra,Strayer University-Irving
2092,Dimitri,University of South Dakota
2093,Dimitrios,Northwest Kansas Technical College
2094,Dina,Antonelli Institute
2095,Dinah,Bainbridge State College
2096,Dineke,IVAEM College
2097,Dinesh,Arkansas Tech University
2098,Dinh,The University of Montana
2099,Dinker,Total Transformation Institute of Cosmetology
2100,Dinnie,Kent State University at Ashtabula
2101,Dinny,Eastern Virginia Medical School
2102,Dino,Carthage R9 School District-Carthage Technical Center
2103,Dion,Arkansas College of Barbering and Hair Design
2104,Dione,Saint Mary's University of Minnesota
2105,Dionis,American Academy of Cosmetology
2106,Dionne,Make-up Designory
2107,Dirk,Tennessee College of Applied Technology-Covington
2108,Dis,Ancilla College
2109,Discover,Northwest College-Hillsboro
2110,Dita,Hollins University
2111,Dix,Milan Institute-Amarillo
2112,Dixie,Employment Solutions-College for Technical Education
2113,Djenana,Saint Mary-of-the-Woods College
2114,Djordje,MIAT College of Technology
2115,Dnadoc,WestMed College
2116,Dniren,All Beauty College
2117,Dnsproj,Tri-County Beauty Academy
2118,Do,Normandale Community College
2119,Doc,Strayer University-Irving
2120,Dode,Charles Stuart School of Diamond Setting
2121,Dodi,Freed-Hardeman University
2122,Dodie,Clinton Essex Warren Washington BOCES
2123,Dody,United Technical Center
2124,Doe,National American University-Rochester
2125,Doll,Copiah-Lincoln Community College Simpson County Center
2126,Dolley,Western Pennsylvania Hospital School of Nursing
2127,Dolli,The Salon Professional Academy-Fargo
2128,Dollie,Paul Mitchell the School-Boise
2129,Dolly,Washington State University-Vancouver
2130,Dolores,Roseburg Beauty College
2131,Dolorita,Dorsey Business Schools-Southgate
2132,Doloritas,Berklee College of Music
2133,Domenic,Rochester Institute of Technology
2134,Domenick,Hartnell College
2135,Domenico,Paul Mitchell the School-Tulsa
2136,Domeniga,North Central Michigan College
2137,Dominga,Rhode Island School of Design
2138,Domini,Sioux Falls Seminary
2139,Dominic,International Professional School of Bodywork
2140,Dominica,Baker College Center for Graduate Studies
2141,Dominique,University of Puerto Rico-Mayaguez
2142,Don,College of Western Idaho
2143,Dona,Pierpont Community and Technical College
2144,Donal,Trenz Beauty Academy
2145,Donald,Healthcare Training Institute
2146,Donall,Central School of Practical Nursing
2147,Donella,Wayne County Community College District
2148,Donelle,Ohio University-Eastern Campus
2149,Donetta,California Institute of Technology
2150,Donia,Boston Architectural College
2151,Donica,Bryn Athyn College of the New Church
2152,Donielle,Capri College-Cedar Rapids
2153,Donita,Delaware Valley University
2154,Donn,Wilson College
2155,Donna,Westchester School of Beauty Culture
2156,Donnajean,Athens Technical College
2157,Donnamarie,Institute of Medical Careers
2158,Donnette,Bella Academy of Cosmetology
2159,Donni,Academy of Salon and Spa -
2160,Donnice,Royale College of Beauty and Barbering
2161,Donnie,Saint Charles Borromeo Seminary-Overbrook
2162,Donny,Dakota College at Bottineau
2163,Donovan,College of Central Florida
2164,Door,New York School for Medical and Dental Assistants
2165,Doortje,Keystone Technical Institute
2166,Dora,University of Redlands
2167,Doralia,Brightwood College-Houston
2168,Doralin,Blessing Hospital School of Radiologic Technology
2169,Doralyn,Purdue University - Purdue Polytechnic Columbus
2170,Doralynn,ASA College
2171,Doralynne,Lake Technical College
2172,Dore,Greater Altoona Career & Technology Center
2173,Doreen,Pontifical Catholic University of Puerto Rico-Mayaguez
2174,Dorelia,The University of Tennessee-Knoxville
2175,Dorella,CET-El Paso
2176,Dorelle,National University College-Arecibo
2177,Dorena,University of Phoenix-Texas
2178,Dorene,Eastern Connecticut State University
2179,Doretta,Hastings Beauty School
2180,Dorette,Jefferson Regional Medical Center School of Nursing
2181,Dorey,Tri-State Barber College
2182,Dori,National American University-Austin
2183,Doria,Cleary University
2184,Dorian,Missouri Western State University
2185,Dorice,Texas Barber Colleges & Hairstyling Schools Branch Campus #5
2186,Dorie,Vet Tech Institute of Houston
2187,Dorin,Career Networks Institute
2188,Dorine,Cannella School of Hair Design-Chicago
2189,Doris,St Louis College of Health Careers-Fenton
2190,Dorisa,Collectiv Academy
2191,Dorise,National American University-Independence
2192,Dorita,Berkeley City College
2193,Doro,Kennesaw State University
2194,Dorolice,University of Wisconsin Colleges
2195,Dorolisa,Brigham Young University-Provo
2196,Dorotea,Ohio University-Main Campus
2197,Doroteya,Paul Smiths College of Arts and Science
2198,Dorothea,Sandusky Career Center
2199,Dorothee,KD Conservatory College of Film and Dramatic Arts
2200,Dorothy,Saginaw Chippewa Tribal College
2201,Dorree,Concorde Career College-Garden Grove
2202,Dorreen,Louisiana State University-Alexandria
2203,Dorri,College of Southern Idaho
2204,Dorrie,PJ's College of Cosmetology-Crestwood
2205,Dorris,McCann School of Business & Technology
2206,Dorry,Strayer University-Shelby Oaks Campus
2207,Dorthea,Central Georgia Technical College
2208,Dorthy,Adventist University of Health Sciences
2209,Dory,Texas College of Cosmetology-San Angelo
2210,Dosi,Virginia College-Chattanooga
2211,Dot,Consolidated School of Business-Lancaster
2212,Doti,Eastern Arizona College
2213,Dotti,Peirce College
2214,Dottie,University of Massachusetts-Boston
2215,Dotty,Universal College of Beauty Inc-Los Angeles 2
2216,Doug,Northeastern Oklahoma A&M College
2217,Douglas,Electrical Training Center
2218,Douglass,National University of Health Sciences
2219,Dowell,Golden West College
2220,Doyle,Conway School of Landscape Design
2221,Dpn,DeVry University-Illinois
2222,Dpnis,Porter and Chester Institute of Stratford
2223,Dpnlab,Lake Michigan College
2224,Drago,Virginia School of Hair Design
2225,Dre,Lutheran School of Theology at Chicago
2226,Dreddy,Saginaw Valley State University
2227,Dredi,The Colburn Conservatory of Music
2228,Drew,Community College of Denver
2229,Drieka,Texas A & M University-Central Texas
2230,Drona,Wichita Technical Institute
2231,Dru,ECPI University-Culinary Institute of Virginia
2232,Druci,Cumberland University
2233,Drucie,Jupiter Beauty Academy
2234,Drucill,Steven Papageorge Hair Academy
2235,Drucy,California College San Diego
2236,Drudy,Southwest Acupuncture College-Boulder
2237,Drusi,Finger Lakes Health College of Nursing
2238,Drusie,Altierus Career College-Tigard
2239,Drusilla,Platt College-San Diego
2240,Drusy,University of Phoenix-Florida
2241,Du-Tuan,Everglades University
2242,Duane,Bryan College-Dayton
2243,Duc,Champion Institute of Cosmetology
2244,Duke,Lebanon County Area Vocational Technical School
2245,Dulce,Beauty Schools of America-North Miami Beach
2246,Dulcea,Cottey College
2247,Dulci,Chipola College
2248,Dulcia,Empire Beauty School-Tucson
2249,Dulciana,Academy for Salon Professionals
2250,Dulcie,Transylvania University
2251,Dulcine,Mr Leon's School of Hair Design-Lewiston
2252,Dulcinea,Marketti Academy of Cosmetology
2253,Dulcy,Everest University-Jacksonville
2254,Duljit,JZ Trend Academy Paul Mitchell Partner School
2255,Dulsea,Northwest College-Beaverton
2256,Duncan,Shear Finesse Hairstyling Academy
2257,Dung,Southwest School of Business and Technical Careers-South Texas
2258,Duong,Dominican College of Blauvelt
2259,Dupuy,Visible Music College
2260,Duquette,Maryville College
2261,Durali,Caribbean University-Ponce
2262,Durantaye,Dominican College of Blauvelt
2263,Duryonna,American National University-Willoughby Hills
2264,Dusan,National Academy of Beauty Arts-Farmington
2265,Dusty,Vatterott College-Cleveland
2266,Dutch,Santa Ana Beauty Academy
2267,Duy,Coleman University
2268,Dvm,Academy of Hair Design-Salem
2269,Dvs,Buena Vista University
2270,Dwain,Harris School of Business-Danbury
2271,Dwaine,Ohio Northern University
2272,Dwayne,Baker College
2273,Dwight,Center for Natural Wellness School of Massage Therapy
2274,Dyan,Thiel College
2275,Dyana,Strayer University-Stafford
2276,Dyane,Northeast State Community College
2277,Dyann,Shenandoah University
2278,Dyanna,Strayer University-Chesapeake Campus
2279,Dyanne,Southern Union State Community College
2280,Dyke,Johns Hopkins University
2281,Dyna,Albany College of Pharmacy and Health Sciences
2282,Dynah,Purdue University - Purdue Polytechnic Columbus
2283,Dzung,Tenaj Salon Institute
2284,Eachelle,The Art Institute of Ohio-Cincinnati
2285,Eada,Culinary Institute of America
2286,Eadie,River Valley School of Massage
2287,Eadith,Strayer University-Center City Campus
2288,Ealasaid,Salon Institute-Toledo Campus
2289,Eamon,The College of Saint Scholastica
2290,Eamonn,Northwest Florida State College
2291,Earl,Charlotte Technical College
2292,Earle,Denham Springs Beauty School
2293,Earnest,Santa Clara University
2294,Eartha,South Louisiana Beauty College
2295,Easter,Eli Whitney Technical High School
2296,Eastreg,European Academy of Cosmetology and Hairdressing
2297,Eba,Davenport University-Traverse City Location
2298,Ebba,PCI Health Training Center
2299,Eben,CUNY Bernard M Baruch College
2300,Ebonee,Warrensburg Area Career Center
2301,Ebony,The Vocational Nursing Institute Inc
2302,Ebrahim,National Personal Training Institute of Colorado
2303,Ecocafe,Tennessee Career Institute
2304,Ed,Indian Capital Technology Center-Sallisaw
2305,Eda,The University of Texas at El Paso
2306,Eddi,Cornell University
2307,Eddie,Nebraska Methodist College of Nursing & Allied Health
2308,Eddy,Polaris Career Center
2309,Ede,Emerald Coast Technical College
2310,Edee,The Salon Professional Academy
2311,Edel,Real Barbers College
2312,Edeline,Tucson College of Beauty
2313,Eden,Putnam Career and Technical Center
2314,Edgar,Med-Assist School of Hawaii Inc
2315,Edi,St Thomas University
2316,Edie,Riverside College of Health Careers
2317,Edin,Learning Bridge Career Institute
2318,Edita,Northwest College
2319,Edith,Concorde Career College-Portland
2320,Editha,Herzing University-Birmingham
2321,Edithe,Alabama School of Nail Technology & Cosmetology
2322,Ediva,Tennessee College of Applied Technology-Oneida-Huntsville
2323,Edlene,Mercy College of Health Sciences
2324,Edmond,Blades School of Hair Design
2325,Edmund,Oral Roberts University
2326,Edmundo,Shear Excellence Hair Academy
2327,Edmx,Hobart Institute of Welding Technology
2328,Edna,Franklin Technology-MSSU
2329,Edouard,Empire Beauty School-Chandler
2330,Edric,Toni & Guy Hairdressing Academy-Modesto
2331,Eduardo,DeVry University-Georgia
2332,Edward,Ross Medical Education Center-Midland
2333,Edwin,Keuka College
2334,Edwina,Central Baptist Theological Seminary
2335,Edy,Daymar College-Bellevue
2336,Edyta,Thomas College
2337,Edyth,Great Basin College
2338,Edythe,Miami Ad School at Portfolio Center
2339,Efdal,Dixie Technical College
2340,Effie,Sacramento City College
2341,Ehab,Career Training Academy-Monroeville
2342,Ehi,Jefferson County Dubois Area Vocational Technical Practical Nursing Program
2343,Eiji,Farmingdale State College
2344,Eileen,Westchester College of Nursing & Allied Health
2345,Eilis,Pinellas Technical College-St. Petersburg
2346,Eimile,Crawford County Career and Technical Center Practical Nursing Program
2347,Eirena,Grace Bible College
2348,Eirik,Texas A & M University-Corpus Christi
2349,Ekaterina,Altierus Career College-Thornton
2350,Eladio,Northwest College
2351,Elaina,The Art Institute of Michigan
2352,Elaine,Cloyd's Beauty School 3 Inc
2353,Elana,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division
2354,Elane,Wenatchee Valley College
2355,Elayne,Gupton Jones College of Funeral Service
2356,Elbert,Miami Ad School-San Francisco
2357,Elberta,Air Force Institute of Technology-Graduate School of Engineering & Management
2358,Elbertina,Spa Tech Institute-Westbrook
2359,Elbertine,San Jose City College
2360,Elda,School of the Art Institute of Chicago
2361,Eldon,Fortis College-Grand Prairie
2362,Eleanor,EDP University of Puerto Rico Inc-San Juan
2363,Eleanora,Muhlenberg College
2364,Eleanore,Midwest Technical Institute
2365,Electra,University of Wisconsin-Oshkosh
2366,Eleen,Claremont Lincoln University
2367,Elena,Carrington College-Pomona
2368,Elene,Mr John's School of Cosmetology & Nails-Jacksonville
2369,Eleni,Hamrick School
2370,Elenore,Western Seminary
2371,Eleonora,Aviation Institute of Maintenance-Manassas
2372,Eleonore,Guam Community College
2373,Elex,Memphis College of Art
2374,Elfie,College of Our Lady of the Elms
2375,Elfreda,SUNY Buffalo State
2376,Elfrida,University of Arkansas Community College at Hope - Texarkana
2377,Elfrieda,Northpoint Bible College
2378,Elga,Clarion University of Pennsylvania
2379,Elhamy,Paul Mitchell the School-Denver
2380,Elianora,The University of Aesthetics & Cosmetology
2381,Elianore,Bethany Global University
2382,Elias,ECPI University-Virginia Beach Health Sciences
2383,Elicia,Loyola University Maryland
2384,Elie,Randolph Technical Center
2385,Eliezer,HVAC Technical Institute
2386,Eline,Ottawa University-Kansas City
2387,Elinor,Long Island Barber Institute
2388,Elinore,CUNY York College
2389,Elio,Niagara University
2390,Eliot,Millennium Training Institute
